Date,Close
1/3/2017,48.79
1/4/2017,48.96
1/5/2017,49.04
1/6/2017,49.4
1/9/2017,49.39
1/10/2017,49.4
1/11/2017,49.63
1/12/2017,49.51
1/13/2017,49.66
1/17/2017,49.47
1/18/2017,49.6
1/19/2017,49.53
1/20/2017,49.8
1/23/2017,49.89
1/24/2017,50.2
1/25/2017,50.68
1/26/2017,50.54
1/27/2017,50.74
1/30/2017,50.33
1/31/2017,50.08
2/1/2017,50.46
2/2/2017,50.36
2/3/2017,50.69
2/6/2017,50.72
2/7/2017,50.92
2/8/2017,51.01
2/9/2017,51.17
2/10/2017,51.32
2/13/2017,51.55
2/14/2017,51.72
2/15/2017,51.89
2/16/2017,52.01
2/17/2017,52.19
2/21/2017,52.46
2/22/2017,52.52
2/23/2017,52.51
2/24/2017,52.63
2/27/2017,52.6
2/28/2017,52.35
3/1/2017,53.09
3/2/2017,52.74
3/3/2017,52.86
3/6/2017,52.78
3/7/2017,52.78
3/8/2017,52.84
3/9/2017,52.83
3/10/2017,53.11
3/13/2017,53.16
3/14/2017,53.04
3/15/2017,53.4
3/16/2017,53.43
3/17/2017,53.34
3/20/2017,53.37
3/21/2017,52.61
3/22/2017,52.94
3/23/2017,52.8
3/24/2017,52.84
3/27/2017,52.84
3/28/2017,53.22
3/29/2017,53.31
3/30/2017,53.41
3/31/2017,53.31
4/3/2017,53.26
4/4/2017,53.3
4/5/2017,53.08
4/6/2017,53.09
4/7/2017,53.06
4/10/2017,52.96
4/11/2017,52.76
4/12/2017,52.58
4/13/2017,52.37
4/17/2017,52.85
4/18/2017,52.84
4/19/2017,52.8
4/20/2017,53.28
4/21/2017,53.17
4/24/2017,53.8
4/25/2017,54.08
4/26/2017,54.02
4/27/2017,54.24
4/28/2017,54.38
5/1/2017,54.79
5/2/2017,54.91
5/3/2017,54.81
5/4/2017,54.77
5/5/2017,54.97
5/8/2017,55.21
5/9/2017,55.28
5/10/2017,55.49
5/11/2017,55.42
5/12/2017,55.56
5/15/2017,55.87
5/16/2017,56.13
5/17/2017,54.6
5/18/2017,54.92
5/19/2017,55.24
5/22/2017,55.68
5/23/2017,55.78
5/24/2017,56.01
5/25/2017,56.41
5/26/2017,56.38
5/30/2017,56.62
5/31/2017,56.53
6/1/2017,56.67
6/2/2017,57.19
6/5/2017,57.24
6/6/2017,57.13
6/7/2017,57.31
6/8/2017,57.44
6/9/2017,56.02
6/12/2017,55.69
6/13/2017,56.09
6/14/2017,55.82
6/15/2017,55.57
6/16/2017,55.25
6/19/2017,56.07
6/20/2017,55.62
6/21/2017,55.93
6/22/2017,55.95
6/23/2017,56.3
6/26/2017,56
6/27/2017,55.08
6/28/2017,55.77
6/29/2017,54.77
6/30/2017,54.72
7/3/2017,54.34
7/5/2017,54.88
7/6/2017,54.38
7/7/2017,55.01
7/10/2017,55.41
7/11/2017,55.53
7/12/2017,56.25
7/13/2017,56.36
7/14/2017,56.86
7/17/2017,56.87
7/18/2017,57.13
7/19/2017,57.42
7/20/2017,57.54
7/21/2017,57.47
7/24/2017,57.61
7/25/2017,57.5
7/26/2017,57.72
7/27/2017,57.5
7/28/2017,57.44
7/31/2017,57.16
8/1/2017,57.45
8/2/2017,57.61
8/3/2017,57.48
8/4/2017,57.61
8/7/2017,57.96
8/8/2017,57.88
8/9/2017,57.85
8/10/2017,56.71
8/11/2017,57.1
8/14/2017,58.01
8/15/2017,58.1
8/16/2017,58.27
8/17/2017,57.13
8/18/2017,57.07
8/21/2017,57.05
8/22/2017,57.9
8/23/2017,57.76
8/24/2017,57.71
8/25/2017,57.7
8/28/2017,57.81
8/29/2017,58.06
8/30/2017,58.48
8/31/2017,58.83
9/1/2017,58.78
9/5/2017,58.26
9/6/2017,58.31
9/7/2017,58.51
9/8/2017,58.03
9/11/2017,58.85
9/12/2017,58.99
9/13/2017,58.91
9/14/2017,58.71
9/15/2017,58.74
9/18/2017,58.79
9/19/2017,59.05
9/20/2017,58.81
9/21/2017,58.49
9/22/2017,58.52
9/25/2017,57.83
9/26/2017,58.04
9/27/2017,58.63
9/28/2017,58.7
9/29/2017,59.1
10/2/2017,59.19
10/3/2017,59.33
10/4/2017,59.29
10/5/2017,59.86
10/6/2017,59.95
10/9/2017,60.1
10/10/2017,60.16
10/11/2017,60.36
10/12/2017,60.21
10/13/2017,60.5
10/16/2017,60.72
10/17/2017,60.72
10/18/2017,60.87
10/19/2017,60.69
10/20/2017,61.1
10/23/2017,60.81
10/24/2017,60.98
10/25/2017,60.65
10/26/2017,60.9
10/27/2017,62.54
10/30/2017,62.68
10/31/2017,62.95
11/1/2017,62.96
11/2/2017,62.99
11/3/2017,63.49
11/6/2017,63.63
11/7/2017,63.66
11/8/2017,64.01
11/9/2017,63.5
11/10/2017,63.5
11/13/2017,63.48
11/14/2017,63.35
11/15/2017,62.88
11/16/2017,63.76
11/17/2017,63.35
11/20/2017,63.59
11/21/2017,64.26
11/22/2017,64.14
11/24/2017,64.5
11/27/2017,64.5
11/28/2017,64.71
11/29/2017,63.28
11/30/2017,63.84
12/1/2017,63.51
12/4/2017,62.49
12/5/2017,62.51
12/6/2017,62.91
12/7/2017,63.3
12/8/2017,63.6
12/11/2017,64.15
12/12/2017,64.13
12/13/2017,64.15
12/14/2017,64.07
12/15/2017,64.56
12/18/2017,65.13
12/19/2017,64.73
12/20/2017,64.71
12/21/2017,64.58
12/22/2017,64.54
12/26/2017,64.11
12/27/2017,64.18
12/28/2017,64.29
12/29/2017,63.95
1/2/2018,64.74
1/3/2018,65.28
1/4/2018,65.61
1/5/2018,66.3
1/8/2018,66.55
1/9/2018,66.38
1/10/2018,66.15
1/11/2018,66.42
1/12/2018,66.81
1/16/2018,66.55
1/17/2018,67.55
1/18/2018,67.67
1/19/2018,67.8
1/22/2018,68.46
1/23/2018,68.76
1/24/2018,68.23
1/25/2018,68.11
1/26/2018,69.19
1/29/2018,68.56
1/30/2018,67.94
1/31/2018,68.45
2/1/2018,68.51
2/2/2018,66.48
2/5/2018,63.7
2/6/2018,65.53
2/7/2018,64.69
2/8/2018,62.01
2/9/2018,63.53
2/12/2018,64.67
2/13/2018,64.83
2/14/2018,66.02
2/15/2018,67.28
2/16/2018,67.18
2/20/2018,67.24
2/21/2018,66.81
2/22/2018,66.89
2/23/2018,68.29
2/26/2018,69.36
2/27/2018,68.66
2/28/2018,68.17
3/1/2018,67.04
3/2/2018,67.68
3/5/2018,68.37
3/6/2018,68.52
3/7/2018,68.9
3/8/2018,69.2
3/9/2018,70.51
3/12/2018,70.73
3/13/2018,69.92
3/14/2018,69.86
3/15/2018,69.9
3/16/2018,69.61
3/19/2018,68.23
3/20/2018,68.2
3/21/2018,67.79
3/22/2018,66.04
3/23/2018,64.28
3/26/2018,66.72
3/27/2018,64.58
3/28/2018,64.15
3/29/2018,65.42
4/2/2018,63.86
4/3/2018,64.49
4/4/2018,65.39
4/5/2018,65.66
4/6/2018,64.05
4/9/2018,64.55
4/10/2018,66.14
4/11/2018,65.75
4/12/2018,66.54
4/13/2018,66.32
4/16/2018,66.83
4/17/2018,68.07
4/18/2018,67.89
4/19/2018,67.14
4/20/2018,66.21
4/23/2018,65.97
4/24/2018,64.82
4/25/2018,64.83
4/26/2018,66.01
4/27/2018,65.89
4/30/2018,65.46
5/1/2018,66.28
5/2/2018,66.21
5/3/2018,66.36
5/4/2018,67.62
5/7/2018,68.09
5/8/2018,68.24
5/9/2018,69.08
5/10/2018,69.98
5/11/2018,69.88
5/14/2018,69.87
5/15/2018,69.21
5/16/2018,69.52
5/17/2018,69.16
5/18/2018,68.87
5/21/2018,69.47
5/22/2018,69.37
5/23/2018,69.88
5/24/2018,69.8
5/25/2018,69.75
5/29/2018,69.37
5/30/2018,69.88
5/31/2018,69.9
6/1/2018,71.09
6/4/2018,71.66
6/5/2018,71.91
6/6/2018,72.38
6/7/2018,71.8
6/8/2018,71.68
6/11/2018,71.76
6/12/2018,72.11
6/13/2018,71.74
6/14/2018,72.25
6/15/2018,71.72
6/18/2018,71.8
6/19/2018,71.43
6/20/2018,71.58
6/21/2018,71.03
6/22/2018,70.8
6/25/2018,69.33
6/26/2018,69.61
6/27/2018,68.66
6/28/2018,69.5
6/29/2018,69.47
7/2/2018,70.09
7/3/2018,69.26
7/5/2018,70.24
7/6/2018,71.06
7/9/2018,71.6
7/10/2018,71.77
7/11/2018,71.49
7/12/2018,72.62
7/13/2018,72.54
7/16/2018,72.37
7/17/2018,72.91
7/18/2018,72.79
7/19/2018,72.53
7/20/2018,72.55
7/23/2018,72.92
7/24/2018,73.32
7/25/2018,74.24
7/26/2018,73.1
7/27/2018,71.85
7/30/2018,70.73
7/31/2018,70.92
8/1/2018,71.56
8/2/2018,72.46
8/3/2018,72.72
8/6/2018,73.11
8/7/2018,73.39
8/8/2018,73.59
8/9/2018,73.62
8/10/2018,73.03
8/13/2018,72.93
8/14/2018,73.38
8/15/2018,72.72
8/16/2018,73.04
8/17/2018,73.15
8/20/2018,73.04
8/21/2018,73.16
