Date,Close
11/20/2019,113.96
11/21/2019,114.3
11/22/2019,115.41
11/25/2019,118.25
11/26/2019,118.48
11/27/2019,119.39
11/29/2019,119.65
12/2/2019,118.45
12/3/2019,119.15
12/4/2019,120.4
12/5/2019,118.86
12/6/2019,120.03
12/9/2019,119.41
12/10/2019,120.1
12/11/2019,119.48
12/12/2019,120.29
12/13/2019,120.63
12/16/2019,121.61
12/17/2019,120.99
12/18/2019,120.56
12/19/2019,121.15
12/20/2019,122.05
12/23/2019,122.92
12/24/2019,123.5
12/26/2019,122.58
12/27/2019,121.56
12/30/2019,120.18
12/31/2019,120.51
1/2/2020,119.89
1/3/2020,118.36
1/6/2020,119.12
1/7/2020,119.15
1/8/2020,120.22
1/9/2020,121.04
1/10/2020,120.45
1/13/2020,119.16
1/14/2020,121.11
1/15/2020,121.73
1/16/2020,122.35
1/17/2020,121.89
1/21/2020,120.72
1/22/2020,120.55
1/23/2020,119.5
1/24/2020,116.88
1/27/2020,116.09
1/28/2020,117.32
1/29/2020,117.24
1/30/2020,115.54
1/31/2020,113.81
2/3/2020,115.82
2/4/2020,118.55
2/5/2020,121.56
2/6/2020,122.47
2/7/2020,121.53
2/10/2020,122.73
2/11/2020,122.67
2/12/2020,122.94
2/13/2020,121.95
2/14/2020,122.47
2/18/2020,122.52
2/19/2020,123.48
2/20/2020,123.31
2/21/2020,123.08
2/24/2020,119.84
2/25/2020,116.8
2/26/2020,118.36
2/27/2020,113.43
2/28/2020,113.88
3/2/2020,119.42
3/3/2020,116.23
3/4/2020,121.68
3/5/2020,119.56
3/6/2020,118.03
3/9/2020,110
3/10/2020,112.31
3/11/2020,106.97
3/12/2020,97.5
3/13/2020,103.68
3/16/2020,94.39
3/17/2020,101.3
3/18/2020,98.33
3/19/2020,101.06
3/20/2020,98.04
3/23/2020,97.5
3/24/2020,102.62
3/25/2020,102
3/26/2020,106.79
3/27/2020,104.71
3/30/2020,108.84
3/31/2020,107.74
4/1/2020,103.79
4/2/2020,107.7
4/3/2020,106.25
4/6/2020,111.71
4/7/2020,109.54
4/8/2020,112.94
4/9/2020,113.97
4/13/2020,114.49
4/14/2020,118.65
4/15/2020,115.69
4/16/2020,119.08
4/17/2020,124.64
4/20/2020,126.25
4/21/2020,122.42
4/22/2020,123.58
4/23/2020,123.2
4/24/2020,126.18
4/27/2020,127.53
4/28/2020,124.81
4/29/2020,125.8
4/30/2020,124
5/1/2020,120.9
5/4/2020,124.55
5/5/2020,126.98
5/6/2020,127
5/7/2020,127.17
5/8/2020,128.41
5/11/2020,133.9
5/12/2020,131.05
5/13/2020,129.6
5/14/2020,129.02
5/15/2020,132.25
5/18/2020,133.78
5/19/2020,131.21
5/20/2020,133.91
5/21/2020,132.47
5/22/2020,133.34
5/26/2020,130.81
5/27/2020,132
5/28/2020,132.33
5/29/2020,134.74
6/1/2020,134.11
6/2/2020,134.43
6/3/2020,132.65
6/4/2020,131.44
6/5/2020,131.35
6/8/2020,133.1
6/9/2020,132.91
6/10/2020,133.34
6/11/2020,127.41
6/12/2020,128.08
6/15/2020,130.5
6/16/2020,132.33
6/17/2020,132.82
6/18/2020,133.49
6/19/2020,137.85
6/22/2020,138.13
6/23/2020,138.65
6/24/2020,136.4
6/25/2020,137.92
6/26/2020,135.16
6/29/2020,134.68
6/30/2020,136.69
7/1/2020,137.37
7/2/2020,138.54
7/6/2020,139.44
7/7/2020,140.06
7/8/2020,140.81
7/9/2020,140.57
7/10/2020,139.21
7/13/2020,137.35
7/14/2020,140.26
7/15/2020,142.62
7/16/2020,141.45
7/17/2020,143.96
7/20/2020,145.8
7/21/2020,142.46
7/22/2020,142.1
7/23/2020,139.47
7/24/2020,136.41
7/27/2020,140.05
7/28/2020,138.16
7/29/2020,136.62
7/30/2020,137.02
7/31/2020,134.37
8/3/2020,138.57
8/4/2020,137.68
8/5/2020,137.28
8/6/2020,136.76
8/7/2020,136.23
8/10/2020,134.87
8/11/2020,131.88
8/12/2020,133.81
8/13/2020,134
8/14/2020,133.36
8/17/2020,135.99
8/18/2020,135.22
8/19/2020,133.78
8/20/2020,133.38
8/21/2020,132.6
8/24/2020,131.05
8/25/2020,133.05
8/26/2020,132.82
8/27/2020,132.67
8/28/2020,133.05
8/31/2020,135.6
9/1/2020,133.02
9/2/2020,134.97
9/3/2020,129.91
9/4/2020,129.28
9/8/2020,126.88
9/9/2020,129.36
9/10/2020,127.17
9/11/2020,127.79
9/14/2020,134.71
9/15/2020,136.07
9/16/2020,136.16
9/17/2020,135.63
9/18/2020,136.32
9/21/2020,132.83
9/22/2020,133.84
9/23/2020,132.08
9/24/2020,130.69
9/25/2020,133.47
9/28/2020,134.48
9/29/2020,134.61
9/30/2020,135.41
10/1/2020,136.67
10/2/2020,133.87
10/5/2020,139.57
10/6/2020,137.88
10/7/2020,140.99
10/8/2020,141.38
10/9/2020,142.53
10/12/2020,143.65
10/13/2020,144.34
10/14/2020,142.45
10/15/2020,139.21
10/16/2020,139.71
10/19/2020,137.43
10/20/2020,136.53
10/21/2020,134.19
10/22/2020,136.15
10/23/2020,136.49
10/26/2020,135.11
10/27/2020,135.87
10/28/2020,132.36
10/29/2020,133.06
10/30/2020,130.62
11/2/2020,130.38
